danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,track.name,primary_artist,listener
0.85,0.707,7,-6.507,1,0.0482,0.0638,2.58e-6,0.252,0.725,101.868,audio_features,5x2TDyeeTpf0riUoQDrvsV,spotify:track:5x2TDyeeTpf0riUoQDrvsV,https://api.spotify.com/v1/tracks/5x2TDyeeTpf0riUoQDrvsV,https://api.spotify.com/v1/audio-analysis/5x2TDyeeTpf0riUoQDrvsV,291933,4,Ride Wit Me,Nelly,Lewis
0.718,0.645,0,-4.961,0,0.0778,0.45,0,0.126,0.546,100.049,audio_features,4PLsL9iOGsNFyFcPzdKCg1,spotify:track:4PLsL9iOGsNFyFcPzdKCg1,https://api.spotify.com/v1/tracks/4PLsL9iOGsNFyFcPzdKCg1,https://api.spotify.com/v1/audio-analysis/4PLsL9iOGsNFyFcPzdKCg1,266473,4,Often,Ripp Flamez,Lewis
0.441,0.283,2,-9.092,1,0.0304,0.765,0.0348,0.076,0.225,79.664,audio_features,7eI7Y41wcPfqzAxqv1jogS,spotify:track:7eI7Y41wcPfqzAxqv1jogS,https://api.spotify.com/v1/tracks/7eI7Y41wcPfqzAxqv1jogS,https://api.spotify.com/v1/audio-analysis/7eI7Y41wcPfqzAxqv1jogS,275628,4,Two of Us on the Run,Lucius,Lewis
0.833,0.536,7,-9.042,1,0.037,0.599,8.47e-4,0.107,0.695,121.054,audio_features,3P5aoR3zhCPJima7HpbssW,spotify:track:3P5aoR3zhCPJima7HpbssW,https://api.spotify.com/v1/tracks/3P5aoR3zhCPJima7HpbssW,https://api.spotify.com/v1/audio-analysis/3P5aoR3zhCPJima7HpbssW,186520,4,I Blew It Off,Punch Brothers,Lewis
0.698,0.514,0,-10.325,1,0.0663,0.148,0.0888,0.101,0.63,75.989,audio_features,4Hp5A5oqVKm4mxNiSubYxP,spotify:track:4Hp5A5oqVKm4mxNiSubYxP,https://api.spotify.com/v1/tracks/4Hp5A5oqVKm4mxNiSubYxP,https://api.spotify.com/v1/audio-analysis/4Hp5A5oqVKm4mxNiSubYxP,214554,4,Show You The Way,Thundercat,Lewis
0.366,0.639,10,-7.98,0,0.101,0.269,0,0.29,0.168,83.339,audio_features,6zpXc7WJ3TqYWb02B6sKyF,spotify:track:6zpXc7WJ3TqYWb02B6sKyF,https://api.spotify.com/v1/tracks/6zpXc7WJ3TqYWb02B6sKyF,https://api.spotify.com/v1/audio-analysis/6zpXc7WJ3TqYWb02B6sKyF,292520,5,Bigger Than Me,Big Sean,Lewis
0.591,0.756,10,-8.026,0,0.143,0.708,0,0.332,0.546,82.776,audio_features,5VlstKgCJPHDIMCQO4jHcQ,spotify:track:5VlstKgCJPHDIMCQO4jHcQ,https://api.spotify.com/v1/tracks/5VlstKgCJPHDIMCQO4jHcQ,https://api.spotify.com/v1/audio-analysis/5VlstKgCJPHDIMCQO4jHcQ,225067,4,Sunday Morning Jetpack,Big Sean,Lewis
0.525,0.804,8,-6.453,1,0.25,0.329,0,0.228,0.143,125.068,audio_features,4atJ40xfasjdM9ZF3p07BV,spotify:track:4atJ40xfasjdM9ZF3p07BV,https://api.spotify.com/v1/tracks/4atJ40xfasjdM9ZF3p07BV,https://api.spotify.com/v1/audio-analysis/4atJ40xfasjdM9ZF3p07BV,230960,4,Halfway Off The Balcony,Big Sean,Lewis
0.63,0.488,0,-6.652,0,0.254,0.708,0,0.276,0.719,88.696,audio_features,7yoe9vbbzakNAXwb1UaWLS,spotify:track:7yoe9vbbzakNAXwb1UaWLS,https://api.spotify.com/v1/tracks/7yoe9vbbzakNAXwb1UaWLS,https://api.spotify.com/v1/audio-analysis/7yoe9vbbzakNAXwb1UaWLS,89867,3,Same Time Pt. 1,Big Sean,Lewis
0.812,0.522,2,-5.287,1,0.257,0.0433,0,0.154,0.38,75.524,audio_features,0Fv5N0cHBsl4bzCbollCAS,spotify:track:0Fv5N0cHBsl4bzCbollCAS,https://api.spotify.com/v1/tracks/0Fv5N0cHBsl4bzCbollCAS,https://api.spotify.com/v1/audio-analysis/0Fv5N0cHBsl4bzCbollCAS,142907,4,Moves,Big Sean,Lewis
0.482,0.781,11,-5.334,1,0.411,0.629,2.87e-6,0.413,0.336,57.967,audio_features,1MksGqIztTT6M9R1ErKVs8,spotify:track:1MksGqIztTT6M9R1ErKVs8,https://api.spotify.com/v1/tracks/1MksGqIztTT6M9R1ErKVs8,https://api.spotify.com/v1/audio-analysis/1MksGqIztTT6M9R1ErKVs8,325840,5,No Favors,Big Sean,Lewis
0.505,0.611,7,-5.976,0,0.0648,0.826,0,0.108,0.176,85.944,audio_features,0URaKGzNTtzKRtsJN1RkA9,spotify:track:0URaKGzNTtzKRtsJN1RkA9,https://api.spotify.com/v1/tracks/0URaKGzNTtzKRtsJN1RkA9,https://api.spotify.com/v1/audio-analysis/0URaKGzNTtzKRtsJN1RkA9,210507,4,Light,Big Sean,Lewis
0.945,0.394,10,-8.571,1,0.492,0.303,0,0.131,0.743,120.058,audio_features,5GFDrUTLGJix84sNhjCG0g,spotify:track:5GFDrUTLGJix84sNhjCG0g,https://api.spotify.com/v1/tracks/5GFDrUTLGJix84sNhjCG0g,https://api.spotify.com/v1/audio-analysis/5GFDrUTLGJix84sNhjCG0g,209747,4,Caroline,Aminé,Lewis
0.733,0.811,9,-7.745,1,0.046,0.102,0,0.195,0.894,98.012,audio_features,4FkPNu2JHFDJgEsM8y8ve1,spotify:track:4FkPNu2JHFDJgEsM8y8ve1,https://api.spotify.com/v1/tracks/4FkPNu2JHFDJgEsM8y8ve1,https://api.spotify.com/v1/audio-analysis/4FkPNu2JHFDJgEsM8y8ve1,288000,4,Stunner,Milky Chance,Lewis
0.762,0.81,1,-4.528,1,0.101,0.0463,3.64e-4,0.146,0.902,81.984,audio_features,0ylljWEG3ggkTlQbnUZb3Q,spotify:track:0ylljWEG3ggkTlQbnUZb3Q,https://api.spotify.com/v1/tracks/0ylljWEG3ggkTlQbnUZb3Q,https://api.spotify.com/v1/audio-analysis/0ylljWEG3ggkTlQbnUZb3Q,160507,4,BagBak,Vince Staples,Lewis
0.566,0.878,0,-6.798,1,0.0339,0.614,0.0367,0.235,0.583,120.017,audio_features,2tZcHwdct0J7hYyEzgc38y,spotify:track:2tZcHwdct0J7hYyEzgc38y,https://api.spotify.com/v1/tracks/2tZcHwdct0J7hYyEzgc38y,https://api.spotify.com/v1/audio-analysis/2tZcHwdct0J7hYyEzgc38y,212012,4,Radio,Sylvan Esso,Lewis
0.852,0.486,2,-7.823,1,0.189,0.264,0,0.145,0.138,115.013,audio_features,3mViCAKDSnEoGijjbmcQYA,spotify:track:3mViCAKDSnEoGijjbmcQYA,https://api.spotify.com/v1/tracks/3mViCAKDSnEoGijjbmcQYA,https://api.spotify.com/v1/audio-analysis/3mViCAKDSnEoGijjbmcQYA,285347,4,Tookie Knows II,ScHoolboy Q,Lewis
0.652,0.922,8,-4.43,1,0.39,0.0919,0,0.263,0.384,159.991,audio_features,7MOslSWSQ8kX6BcICeSDHT,spotify:track:7MOslSWSQ8kX6BcICeSDHT,https://api.spotify.com/v1/tracks/7MOslSWSQ8kX6BcICeSDHT,https://api.spotify.com/v1/audio-analysis/7MOslSWSQ8kX6BcICeSDHT,249040,4,Strange Music Box,Tech N9ne,Lewis
0.779,0.56,10,-7.564,0,0.253,0.258,0,0.241,0.421,142.032,audio_features,1r0faljjM2b876iNoaDUh5,spotify:track:1r0faljjM2b876iNoaDUh5,https://api.spotify.com/v1/tracks/1r0faljjM2b876iNoaDUh5,https://api.spotify.com/v1/audio-analysis/1r0faljjM2b876iNoaDUh5,287320,4,Sacrifices,Big Sean,Lewis
0.688,0.697,9,-7.955,1,0.0485,0.753,6.21e-5,0.109,0.46,114.03,audio_features,7HNpXPaTcX5CoNBjTAEWBr,spotify:track:7HNpXPaTcX5CoNBjTAEWBr,https://api.spotify.com/v1/tracks/7HNpXPaTcX5CoNBjTAEWBr,https://api.spotify.com/v1/audio-analysis/7HNpXPaTcX5CoNBjTAEWBr,241053,4,Down By The River,Milky Chance,Lewis
0.839,0.84,11,-8.721,1,0.0474,0.389,0.0319,0.114,0.904,117.98,audio_features,5mpLcXEsk3jjzLFGuNKk5I,spotify:track:5mpLcXEsk3jjzLFGuNKk5I,https://api.spotify.com/v1/tracks/5mpLcXEsk3jjzLFGuNKk5I,https://api.spotify.com/v1/audio-analysis/5mpLcXEsk3jjzLFGuNKk5I,262000,4,Flashed Junk Mind,Milky Chance,Lewis
0.732,0.708,10,-5.978,1,0.0324,0.0715,1.61e-4,0.0824,0.749,114.033,audio_features,39bpQHvHkE0K7UUD2HL9oI,spotify:track:39bpQHvHkE0K7UUD2HL9oI,https://api.spotify.com/v1/tracks/39bpQHvHkE0K7UUD2HL9oI,https://api.spotify.com/v1/audio-analysis/39bpQHvHkE0K7UUD2HL9oI,254013,4,Cocoon,Milky Chance,Lewis
0.762,0.387,10,-8.643,0,0.0277,0.239,0.00756,0.13,0.273,109.959,audio_features,5Z1U0knfYnsfvZycgDeOiC,spotify:track:5Z1U0knfYnsfvZycgDeOiC,https://api.spotify.com/v1/tracks/5Z1U0knfYnsfvZycgDeOiC,https://api.spotify.com/v1/audio-analysis/5Z1U0knfYnsfvZycgDeOiC,239147,4,Big Jet Plane,Angus & Julia Stone,Lewis
0.831,0.783,5,-6.719,1,0.0527,0.079,1.27e-6,0.35,0.771,140.046,audio_features,3fT9dyFnGSiXYfNOLZi3Ew,spotify:track:3fT9dyFnGSiXYfNOLZi3Ew,https://api.spotify.com/v1/tracks/3fT9dyFnGSiXYfNOLZi3Ew,https://api.spotify.com/v1/audio-analysis/3fT9dyFnGSiXYfNOLZi3Ew,218440,4,Molly,Tyga,Lewis
0.692,0.983,1,-3.469,1,0.29,0.0417,0,0.21,0.792,75.992,audio_features,6dHatCnuOb1TdBIeJTK3Y0,spotify:track:6dHatCnuOb1TdBIeJTK3Y0,https://api.spotify.com/v1/tracks/6dHatCnuOb1TdBIeJTK3Y0,https://api.spotify.com/v1/audio-analysis/6dHatCnuOb1TdBIeJTK3Y0,319434,4,Really Doe,Danny Brown,Lewis
0.843,0.37,8,-11.032,1,0.0546,0.0309,0.029,0.098,0.138,102.007,audio_features,3yMQ2HIVpgZHKLLBCBJ52e,spotify:track:3yMQ2HIVpgZHKLLBCBJ52e,https://api.spotify.com/v1/tracks/3yMQ2HIVpgZHKLLBCBJ52e,https://api.spotify.com/v1/audio-analysis/3yMQ2HIVpgZHKLLBCBJ52e,175440,4,Fuck With Myself,BANKS,Lewis
0.768,0.654,11,-6.223,0,0.0762,0.203,2.35e-4,0.168,0.543,102.01,audio_features,5fdzPMOxUqVJYSzTP5cFP7,spotify:track:5fdzPMOxUqVJYSzTP5cFP7,https://api.spotify.com/v1/tracks/5fdzPMOxUqVJYSzTP5cFP7,https://api.spotify.com/v1/audio-analysis/5fdzPMOxUqVJYSzTP5cFP7,186333,4,Gemini Feed,BANKS,Lewis
0.657,0.51,8,-6.438,0,0.0369,0.178,0.107,0.156,0.37,151.024,audio_features,0mnoeoS9UklYuKVbkwCkAX,spotify:track:0mnoeoS9UklYuKVbkwCkAX,https://api.spotify.com/v1/tracks/0mnoeoS9UklYuKVbkwCkAX,https://api.spotify.com/v1/audio-analysis/0mnoeoS9UklYuKVbkwCkAX,168664,4,dopemang (feat. Ashley All Day),Kiiara,Lewis
0.683,0.789,8,-6.132,0,0.0353,0.0283,0.0492,0.112,0.809,120.013,audio_features,7gUpO6td4OOnu0Lf9vhcIV,spotify:track:7gUpO6td4OOnu0Lf9vhcIV,https://api.spotify.com/v1/tracks/7gUpO6td4OOnu0Lf9vhcIV,https://api.spotify.com/v1/audio-analysis/7gUpO6td4OOnu0Lf9vhcIV,211800,4,Lights - Single Version,Ellie Goulding,Lewis
0.733,0.62,1,-10.525,1,0.075,0.606,0.305,0.117,0.247,111.039,audio_features,3ShTaJBCOclymogQNzPde7,spotify:track:3ShTaJBCOclymogQNzPde7,https://api.spotify.com/v1/tracks/3ShTaJBCOclymogQNzPde7,https://api.spotify.com/v1/audio-analysis/3ShTaJBCOclymogQNzPde7,246755,4,Buzzcut Season,Lorde,Lewis
0.64,0.74,4,-4.083,1,0.0284,0.0115,0.00678,0.167,0.785,116.879,audio_features,6K4t31amVTZDgR3sKmwUJJ,spotify:track:6K4t31amVTZDgR3sKmwUJJ,https://api.spotify.com/v1/tracks/6K4t31amVTZDgR3sKmwUJJ,https://api.spotify.com/v1/audio-analysis/6K4t31amVTZDgR3sKmwUJJ,216320,4,The Less I Know The Better,Tame Impala,Lewis
0.857,0.633,8,-5.205,1,0.203,0.0389,0,0.227,0.467,137.956,audio_features,67g3peWMWu7Vbq7aZNe1Ts,spotify:track:67g3peWMWu7Vbq7aZNe1Ts,https://api.spotify.com/v1/tracks/67g3peWMWu7Vbq7aZNe1Ts,https://api.spotify.com/v1/audio-analysis/67g3peWMWu7Vbq7aZNe1Ts,239573,4,I Luv Dem Strippers,2 Chainz,Lewis
0.65,0.736,6,-5.84,0,0.229,0.0528,0,0.235,0.613,159.173,audio_features,1pKeFVVUOPjFsOABub0OaV,spotify:track:1pKeFVVUOPjFsOABub0OaV,https://api.spotify.com/v1/tracks/1pKeFVVUOPjFsOABub0OaV,https://api.spotify.com/v1/audio-analysis/1pKeFVVUOPjFsOABub0OaV,226160,4,Side To Side,Ariana Grande,Lewis
0.606,0.408,8,-10.539,1,0.0362,0.385,0.29,0.437,0.211,110.01,audio_features,2Yz2Z1ENB85nYrK3Rg2qxO,spotify:track:2Yz2Z1ENB85nYrK3Rg2qxO,https://api.spotify.com/v1/tracks/2Yz2Z1ENB85nYrK3Rg2qxO,https://api.spotify.com/v1/audio-analysis/2Yz2Z1ENB85nYrK3Rg2qxO,278294,4,First Fires,Bonobo,Lewis
0.6,0.412,8,-9.343,1,0.344,0.615,0.0025,0.134,0.408,113.049,audio_features,6ZSO7kPn8IMJFymyticbJO,spotify:track:6ZSO7kPn8IMJFymyticbJO,https://api.spotify.com/v1/tracks/6ZSO7kPn8IMJFymyticbJO,https://api.spotify.com/v1/audio-analysis/6ZSO7kPn8IMJFymyticbJO,225882,5,Gold,Kiiara,Lewis
0.673,0.61,4,-8.386,0,0.191,0.606,0.0177,0.116,0.759,152.062,audio_features,6WSBZroxQaO3FYEpT2ACFH,spotify:track:6WSBZroxQaO3FYEpT2ACFH,https://api.spotify.com/v1/tracks/6WSBZroxQaO3FYEpT2ACFH,https://api.spotify.com/v1/audio-analysis/6WSBZroxQaO3FYEpT2ACFH,285520,4,Baptized In Fire,Kid Cudi,Lewis
0.438,0.457,11,-8.314,0,0.0332,0.17,0.648,0.0858,0.0504,91.725,audio_features,4Mn98rZNPGUNvl6aQBLnve,spotify:track:4Mn98rZNPGUNvl6aQBLnve,https://api.spotify.com/v1/tracks/4Mn98rZNPGUNvl6aQBLnve,https://api.spotify.com/v1/audio-analysis/4Mn98rZNPGUNvl6aQBLnve,192693,4,One of These Mornings,Moby,Lewis
0.604,0.315,1,-9.042,0,0.0247,0.436,0.732,0.101,0.11,96.025,audio_features,33NysMbc4naLtmQyODcZxo,spotify:track:33NysMbc4naLtmQyODcZxo,https://api.spotify.com/v1/tracks/33NysMbc4naLtmQyODcZxo,https://api.spotify.com/v1/audio-analysis/33NysMbc4naLtmQyODcZxo,325968,4,Together,The xx,Lewis
0.734,0.927,8,-4.244,0,0.042,0.076,0.00134,0.0465,0.901,118.039,audio_features,6mmtxbG5pzkrJ0BrSdg9uW,spotify:track:6mmtxbG5pzkrJ0BrSdg9uW,https://api.spotify.com/v1/tracks/6mmtxbG5pzkrJ0BrSdg9uW,https://api.spotify.com/v1/audio-analysis/6mmtxbG5pzkrJ0BrSdg9uW,231960,4,Morning After Dark (Featuring Nelly Furtado & SoShy),Timbaland,Lewis
0.873,0.869,1,-6.238,1,0.133,0.047,7.22e-4,0.0463,0.798,116.943,audio_features,5qRoxgyvBkvgvOo20wtPhS,spotify:track:5qRoxgyvBkvgvOo20wtPhS,https://api.spotify.com/v1/tracks/5qRoxgyvBkvgvOo20wtPhS,https://api.spotify.com/v1/audio-analysis/5qRoxgyvBkvgvOo20wtPhS,223520,4,Say It Right,Nelly Furtado,Lewis
0.622,0.608,10,-5.085,1,0.036,0.138,5.38e-6,0.273,0.607,89.661,audio_features,2tP7ZekzXfduShx8C6cbll,spotify:track:2tP7ZekzXfduShx8C6cbll,https://api.spotify.com/v1/tracks/2tP7ZekzXfduShx8C6cbll,https://api.spotify.com/v1/audio-analysis/2tP7ZekzXfduShx8C6cbll,243160,4,I'm Like A Bird,Nelly Furtado,Lewis
0.8,0.297,0,-13.1,0,0.407,0.66,1.11e-4,0.105,0.213,140.051,audio_features,6HEIBHUirx1J0JkUD24szt,spotify:track:6HEIBHUirx1J0JkUD24szt,https://api.spotify.com/v1/tracks/6HEIBHUirx1J0JkUD24szt,https://api.spotify.com/v1/audio-analysis/6HEIBHUirx1J0JkUD24szt,139674,4,Water,Ugly God,Lewis
0.672,0.578,5,-6.312,0,0.229,0.857,1.48e-4,0.105,0.16,139.955,audio_features,3cBV8V9zlYNraydyF8NpBY,spotify:track:3cBV8V9zlYNraydyF8NpBY,https://api.spotify.com/v1/tracks/3cBV8V9zlYNraydyF8NpBY,https://api.spotify.com/v1/audio-analysis/3cBV8V9zlYNraydyF8NpBY,229840,4,Dress,Sylvan Esso,Lewis
0.788,0.516,1,-6.807,0,0.219,0.1,0,0.129,0.235,81.497,audio_features,206uaQyzb8kOiZ7rHw9wCn,spotify:track:206uaQyzb8kOiZ7rHw9wCn,https://api.spotify.com/v1/tracks/206uaQyzb8kOiZ7rHw9wCn,https://api.spotify.com/v1/audio-analysis/206uaQyzb8kOiZ7rHw9wCn,222400,4,Bounce Back,Big Sean,Lewis
0.852,0.604,0,-4.569,1,0.0642,0.0503,0,0.327,0.667,94.762,audio_features,0OaunKfsxkgBvPv68jBbmm,spotify:track:0OaunKfsxkgBvPv68jBbmm,https://api.spotify.com/v1/tracks/0OaunKfsxkgBvPv68jBbmm,https://api.spotify.com/v1/audio-analysis/0OaunKfsxkgBvPv68jBbmm,227547,4,It Wasn't Me,Shaggy,Lewis
0.63,0.715,9,-8.571,0,0.384,0.373,1.23e-4,0.152,0.504,82.165,audio_features,1CT9MiAAyhCx4j7w7HA2S8,spotify:track:1CT9MiAAyhCx4j7w7HA2S8,https://api.spotify.com/v1/tracks/1CT9MiAAyhCx4j7w7HA2S8,https://api.spotify.com/v1/audio-analysis/1CT9MiAAyhCx4j7w7HA2S8,220836,4,Six Degrees (feat. Danny Brown),Ghostface Killah,Lewis
0.556,0.893,10,-3.766,0,0.0621,0.239,0,0.123,0.26,104.995,audio_features,3Q6mwJseOFYBJ10d5CXp4o,spotify:track:3Q6mwJseOFYBJ10d5CXp4o,https://api.spotify.com/v1/tracks/3Q6mwJseOFYBJ10d5CXp4o,https://api.spotify.com/v1/audio-analysis/3Q6mwJseOFYBJ10d5CXp4o,253547,4,Odd Look,Kavinsky,Lewis
0.653,0.2,0,-13.348,1,0.0304,0.95,5.39e-6,0.0987,0.117,130.057,audio_features,7kV3Odec6JoabGwNuGTHFL,spotify:track:7kV3Odec6JoabGwNuGTHFL,https://api.spotify.com/v1/tracks/7kV3Odec6JoabGwNuGTHFL,https://api.spotify.com/v1/audio-analysis/7kV3Odec6JoabGwNuGTHFL,257755,4,Everything Is Free (feat. Flock of Dimes),Sylvan Esso,Lewis
0.671,0.678,10,-6.171,0,0.362,0.128,0,0.298,0.718,91.456,audio_features,23T4gelZgImtFxbHjXnYbm,spotify:track:23T4gelZgImtFxbHjXnYbm,https://api.spotify.com/v1/tracks/23T4gelZgImtFxbHjXnYbm,https://api.spotify.com/v1/audio-analysis/23T4gelZgImtFxbHjXnYbm,174253,4,The Waters (feat. BJ the Chicago Kid),Anderson .Paak,Lewis
0.387,0.726,1,-7.681,1,0.412,0.0998,0,0.653,0.632,78.846,audio_features,5G0nSEIT0fGUZY0caM9AnH,spotify:track:5G0nSEIT0fGUZY0caM9AnH,https://api.spotify.com/v1/tracks/5G0nSEIT0fGUZY0caM9AnH,https://api.spotify.com/v1/audio-analysis/5G0nSEIT0fGUZY0caM9AnH,328813,4,The Season | Carry Me,Anderson .Paak,Lewis
0.835,0.923,5,-2.871,0,0.37,0.0273,0,0.617,0.739,134.772,audio_features,59bMzZYvMzZENHkzVirAt8,spotify:track:59bMzZYvMzZENHkzVirAt8,https://api.spotify.com/v1/tracks/59bMzZYvMzZENHkzVirAt8,https://api.spotify.com/v1/audio-analysis/59bMzZYvMzZENHkzVirAt8,267624,4,Drop That Bitch,Salva,Lewis
0.835,0.413,1,-9.81,1,0.396,0.373,0.00133,0.101,0.111,149.004,audio_features,6fwdbPMwP1zVStm8FybmkO,spotify:track:6fwdbPMwP1zVStm8FybmkO,https://api.spotify.com/v1/tracks/6fwdbPMwP1zVStm8FybmkO,https://api.spotify.com/v1/audio-analysis/6fwdbPMwP1zVStm8FybmkO,258880,4,X (feat. Future),21 Savage,Lewis
0.636,0.901,1,-7.094,0,0.118,0.119,0,0.391,0.836,162.994,audio_features,3uulVrxiI7iLTjOBZsaiF8,spotify:track:3uulVrxiI7iLTjOBZsaiF8,https://api.spotify.com/v1/tracks/3uulVrxiI7iLTjOBZsaiF8,https://api.spotify.com/v1/audio-analysis/3uulVrxiI7iLTjOBZsaiF8,165908,4,Donald Trump,Mac Miller,Lewis
0.841,0.728,7,-3.37,1,0.0484,0.0847,0,0.149,0.43,130.049,audio_features,6gBFPUFcJLzWGx4lenP6h2,spotify:track:6gBFPUFcJLzWGx4lenP6h2,https://api.spotify.com/v1/tracks/6gBFPUFcJLzWGx4lenP6h2,https://api.spotify.com/v1/audio-analysis/6gBFPUFcJLzWGx4lenP6h2,243837,4,goosebumps,Travis Scott,Lewis
0.601,0.819,3,-4.833,0,0.281,0.0241,0,0.107,0.116,134.009,audio_features,1SuyAVNwN6nxyoQl6W7Eg4,spotify:track:1SuyAVNwN6nxyoQl6W7Eg4,https://api.spotify.com/v1/tracks/1SuyAVNwN6nxyoQl6W7Eg4,https://api.spotify.com/v1/audio-analysis/1SuyAVNwN6nxyoQl6W7Eg4,191493,4,Big Amount,2 Chainz,Lewis
0.692,0.774,6,-2.48,0,0.0876,0.0623,0,0.873,0.349,134.952,audio_features,2nBI3iWLhupR7LyAJ5GGkE,spotify:track:2nBI3iWLhupR7LyAJ5GGkE,https://api.spotify.com/v1/tracks/2nBI3iWLhupR7LyAJ5GGkE,https://api.spotify.com/v1/audio-analysis/2nBI3iWLhupR7LyAJ5GGkE,334253,4,Champions,Kanye West,Lewis
0.641,0.671,2,-5.95,1,0.178,0.0217,0,0.417,0.589,130.927,audio_features,4TyY4vah59nsckspWdSGPn,spotify:track:4TyY4vah59nsckspWdSGPn,https://api.spotify.com/v1/tracks/4TyY4vah59nsckspWdSGPn,https://api.spotify.com/v1/audio-analysis/4TyY4vah59nsckspWdSGPn,239187,4,No Lie,2 Chainz,Lewis
0.779,0.683,7,-8.47,1,0.04,0.00864,0.796,0.137,0.516,134.986,audio_features,7eXESEtK5e9gDz7jLyOVDb,spotify:track:7eXESEtK5e9gDz7jLyOVDb,https://api.spotify.com/v1/tracks/7eXESEtK5e9gDz7jLyOVDb,https://api.spotify.com/v1/audio-analysis/7eXESEtK5e9gDz7jLyOVDb,202573,4,Right Thing to Do,SBTRKT,Lewis
0.736,0.551,4,-6.839,0,0.17,0.291,0.00773,0.111,0.165,78.029,audio_features,0SGccA9exVTuzQY7jwbASF,spotify:track:0SGccA9exVTuzQY7jwbASF,https://api.spotify.com/v1/tracks/0SGccA9exVTuzQY7jwbASF,https://api.spotify.com/v1/audio-analysis/0SGccA9exVTuzQY7jwbASF,264120,4,Trials of the Past,SBTRKT,Lewis
0.865,0.472,11,-7.359,0,0.237,0.223,5.39e-5,0.109,0.843,130.011,audio_features,5FX89IUKm9QJT9ymrmyK4k,spotify:track:5FX89IUKm9QJT9ymrmyK4k,https://api.spotify.com/v1/tracks/5FX89IUKm9QJT9ymrmyK4k,https://api.spotify.com/v1/audio-analysis/5FX89IUKm9QJT9ymrmyK4k,192029,4,Free Lunch,Isaiah Rashad,Lewis
0.662,0.897,0,-6.874,1,0.0453,0.0279,0.00206,0.0819,0.689,92.99,audio_features,6dacQ4sqYOVuQKTzSBK2de,spotify:track:6dacQ4sqYOVuQKTzSBK2de,https://api.spotify.com/v1/tracks/6dacQ4sqYOVuQKTzSBK2de,https://api.spotify.com/v1/audio-analysis/6dacQ4sqYOVuQKTzSBK2de,197533,4,Hayloft,Nickel Creek,Lewis
0.633,0.395,8,-9.638,1,0.0857,0.692,2.22e-4,0.108,0.123,138.023,audio_features,19YKaevk2bce4odJkP5L22,spotify:track:19YKaevk2bce4odJkP5L22,https://api.spotify.com/v1/tracks/19YKaevk2bce4odJkP5L22,https://api.spotify.com/v1/audio-analysis/19YKaevk2bce4odJkP5L22,314075,4,Nikes,Frank Ocean,Lewis
0.746,0.429,7,-11.143,1,0.494,0.985,0,0.149,0.932,88.413,audio_features,1IdZvb2XK8NmsovQlV6CPn,spotify:track:1IdZvb2XK8NmsovQlV6CPn,https://api.spotify.com/v1/tracks/1IdZvb2XK8NmsovQlV6CPn,https://api.spotify.com/v1/audio-analysis/1IdZvb2XK8NmsovQlV6CPn,86944,3,Be Yourself,Frank Ocean,Lewis
0.202,0.724,0,-6.742,1,0.0494,0.258,0.0252,0.296,0.165,154.037,audio_features,17yrCsl1Ai6CZLBmGj6d6p,spotify:track:17yrCsl1Ai6CZLBmGj6d6p,https://api.spotify.com/v1/tracks/17yrCsl1Ai6CZLBmGj6d6p,https://api.spotify.com/v1/audio-analysis/17yrCsl1Ai6CZLBmGj6d6p,158478,4,Pretty Sweet,Frank Ocean,Lewis
0.575,0.386,9,-9.584,0,0.037,0.785,2.89e-4,0.229,0.466,116.408,audio_features,2ZWlPOoWh0626oTaHrnl2a,spotify:track:2ZWlPOoWh0626oTaHrnl2a,https://api.spotify.com/v1/tracks/2ZWlPOoWh0626oTaHrnl2a,https://api.spotify.com/v1/audio-analysis/2ZWlPOoWh0626oTaHrnl2a,249191,4,Ivy,Frank Ocean,Lewis
0.545,0.545,9,-7.362,1,0.107,0.667,5.48e-5,0.417,0.549,159.94,audio_features,3xKsf9qdS1CyvXSMEid6g8,spotify:track:3xKsf9qdS1CyvXSMEid6g8,https://api.spotify.com/v1/tracks/3xKsf9qdS1CyvXSMEid6g8,https://api.spotify.com/v1/audio-analysis/3xKsf9qdS1CyvXSMEid6g8,184516,3,Pink + White,Frank Ocean,Lewis
0.469,0.289,5,-10.625,0,0.0366,0.85,2.48e-6,0.161,0.258,133.805,audio_features,35xSkNIXi504fcEwz9USRB,spotify:track:35xSkNIXi504fcEwz9USRB,https://api.spotify.com/v1/tracks/35xSkNIXi504fcEwz9USRB,https://api.spotify.com/v1/audio-analysis/35xSkNIXi504fcEwz9USRB,257380,4,Solo,Frank Ocean,Lewis
0.43,0.296,3,-13.645,1,0.0583,0.882,6.21e-6,0.104,0.386,129.048,audio_features,4xR3MAscflQ262kMeiKshQ,spotify:track:4xR3MAscflQ262kMeiKshQ,https://api.spotify.com/v1/tracks/4xR3MAscflQ262kMeiKshQ,https://api.spotify.com/v1/audio-analysis/4xR3MAscflQ262kMeiKshQ,184600,4,Skyline To,Frank Ocean,Lewis
